ID,Text,Category,Label
426,A popular Science event attracted visitors from across the country.,Science,0
427,Authorities have issued warnings due to the approaching Hurricane.,Hurricane,1
428,A popular Sports event attracted visitors from across the country.,Sports,0
429,A new breakthrough in Festival has scientists excited about future possibilities.,Festival,0
430,Emergency services are responding to a massive Industrial Accident that has displaced many residents.,Industrial Accident,1
431,"The community gathered for a Event, enjoying food and entertainment.",Event,0
432,Emergency services are responding to a massive Tornado that has displaced many residents.,Tornado,1
433,Authorities have issued warnings due to the approaching Earthquake.,Earthquake,1
434,The Wildfire has led to widespread power outages and disrupted daily life.,Wildfire,1
435,"A powerful Hurricane struck the region, causing significant damage.",Hurricane,1
436,A popular Daily Life event attracted visitors from across the country.,Daily Life,0
437,Authorities have issued warnings due to the approaching Industrial Accident.,Industrial Accident,1
438,"Several lives were lost as a result of the Wildfire, with damages in the millions.",Wildfire,1
439,Emergency services are responding to a massive Flood that has displaced many residents.,Flood,1
440,Authorities have issued warnings due to the approaching Hurricane.,Hurricane,1
441,A popular Festival event attracted visitors from across the country.,Festival,0
442,A new breakthrough in Sports has scientists excited about future possibilities.,Sports,0
443,A new breakthrough in Daily Life has scientists excited about future possibilities.,Daily Life,0
444,Emergency services are responding to a massive Flood that has displaced many residents.,Flood,1
445,Authorities have issued warnings due to the approaching Flood.,Flood,1
446,The city is buzzing with celebrations for the annual Event.,Event,0
447,The local Daily Life team celebrated a hard-fought victory last night.,Daily Life,0
448,Emergency services are responding to a massive Tornado that has displaced many residents.,Tornado,1
449,"A powerful Flood struck the region, causing significant damage.",Flood,1
450,"The community gathered for a Event, enjoying food and entertainment.",Event,0
451,Emergency services are responding to a massive Wildfire that has displaced many residents.,Wildfire,1
452,The city is buzzing with celebrations for the annual Event.,Event,0
453,Emergency services are responding to a massive Hurricane that has displaced many residents.,Hurricane,1
454,Authorities have issued warnings due to the approaching Earthquake.,Earthquake,1
455,A popular Technology event attracted visitors from across the country.,Technology,0
456,A new breakthrough in Festival has scientists excited about future possibilities.,Festival,0
457,"The community gathered for a Event, enjoying food and entertainment.",Event,0
458,A popular Event event attracted visitors from across the country.,Event,0
459,The city is buzzing with celebrations for the annual Daily Life.,Daily Life,0
460,The local Sports team celebrated a hard-fought victory last night.,Sports,0
461,"The community gathered for a Festival, enjoying food and entertainment.",Festival,0
462,Authorities have issued warnings due to the approaching Tornado.,Tornado,1
463,"The community gathered for a Technology, enjoying food and entertainment.",Technology,0
464,A new breakthrough in Science has scientists excited about future possibilities.,Science,0
465,"The community gathered for a Technology, enjoying food and entertainment.",Technology,0
466,"The community gathered for a Technology, enjoying food and entertainment.",Technology,0
467,Authorities have issued warnings due to the approaching Tornado.,Tornado,1
468,"Several lives were lost as a result of the Wildfire, with damages in the millions.",Wildfire,1
469,The local Technology team celebrated a hard-fought victory last night.,Technology,0
470,A new breakthrough in Daily Life has scientists excited about future possibilities.,Daily Life,0
471,Authorities have issued warnings due to the approaching Flood.,Flood,1
472,Authorities have issued warnings due to the approaching Flood.,Flood,1
473,Authorities have issued warnings due to the approaching Wildfire.,Wildfire,1
474,Authorities have issued warnings due to the approaching Tornado.,Tornado,1
475,Authorities have issued warnings due to the approaching Wildfire.,Wildfire,1
476,Authorities have issued warnings due to the approaching Industrial Accident.,Industrial Accident,1
477,A new breakthrough in Technology has scientists excited about future possibilities.,Technology,0
478,The Wildfire has led to widespread power outages and disrupted daily life.,Wildfire,1
479,A new breakthrough in Science has scientists excited about future possibilities.,Science,0
480,A new breakthrough in Daily Life has scientists excited about future possibilities.,Daily Life,0
481,Authorities have issued warnings due to the approaching Industrial Accident.,Industrial Accident,1
482,"A powerful Industrial Accident struck the region, causing significant damage.",Industrial Accident,1
483,The Flood has led to widespread power outages and disrupted daily life.,Flood,1
484,Emergency services are responding to a massive Wildfire that has displaced many residents.,Wildfire,1
485,The city is buzzing with celebrations for the annual Festival.,Festival,0
486,Emergency services are responding to a massive Industrial Accident that has displaced many residents.,Industrial Accident,1
487,"A powerful Industrial Accident struck the region, causing significant damage.",Industrial Accident,1
488,Authorities have issued warnings due to the approaching Wildfire.,Wildfire,1
489,The Hurricane has led to widespread power outages and disrupted daily life.,Hurricane,1
490,"Several lives were lost as a result of the Tornado, with damages in the millions.",Tornado,1
491,"Several lives were lost as a result of the Earthquake, with damages in the millions.",Earthquake,1
492,A new breakthrough in Festival has scientists excited about future possibilities.,Festival,0
493,Authorities have issued warnings due to the approaching Earthquake.,Earthquake,1
